obs_no;no;paper;title;country;X;Y;year;growth_season;N_fert_min;N_fert_man;N_fix;N_dep_image;N_dep_emep;N_cs;N_spm;N_min;N_hc;N_res;N_place;N_place_depth;N_source;N_time_splits;N_timing1;N_timing2;N_timing3;crop_type;rotation;mn_prec;Prec_avg_crop_gr;Prec_var;tot_prec_crop_gr;Temp_avg_cp_season;ET_avg_gr;irrigation;Depth ;Texture;SOM ;pH;clay;CaCo3 ;N_av_soil ;Total_N ;P_dose;K_dose;ind_type;ind_unit;NUE_value;se_NUE;LSD_NUE;sd_NUE;N_up_fert;LSD_fertup;sd_fertup;se_fertup;n_rep_t;N_up_unfert;LSD_unfertup;sd_unfertup;se_unfertup;n_rep_c;N_appl;n_dose_env;XCEC;xnit;XPH;XSOC;XSAND;XSILT;XCLAY;LATNR;LONNR;pot_eva;mn_temp;prec_mn;xsom
61;8;Yan et al. (2016);"Interaction between plant density and nitrogen management strategy in improving maize grain yield and nitrogen use e""ciency on the North China Plain,";China ;115;36,9;2014;mid jun - oct;226,2;;;;;;;;;;;;U ;;;;;maize;;;;;;;;170;;clay-loam;14,2;8,3;;;;;;;NUEagr;%;69;5;;;238,3;;;;4;82,2;;;;4;226,2;;239,17;0,85;8,2;6,57;29,58;47,27;23,15;287;361;1165,8;15,4;631,4;13,13
62;8;Yan et al. (2016);"Interaction between plant density and nitrogen management strategy in improving maize grain yield and nitrogen use e""ciency on the North China Plain,";China ;115;36,9;2014;mid jun - oct;250;;;;;;;;;;;;U ;;;;;maize;;;;;;;;170;;clay-loam;14,2;8,3;;;;;;;NUEagr;%;58;4;;;227,2;;;;4;82,2;;;;4;250;;239,17;0,85;8,2;6,57;29,58;47,27;23,15;287;361;1165,8;15,4;631,4;13,13
63;9;Van Groenigen et al. (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,1;52,63;2001;may  - oct ;75;0;;;;;;;;;;;CAN;;;;;maize;;;;;;;;;;sandy;40;;20;;;;;;NUEagr;%;84;8,5;;;178;;;6;3;115;;;8;3;75;;177,17;2,42;5,32;39,03;65,57;20,17;14,27;307;361;737,3;11,3;730,5;78,07
64;9;Van Groenigen et al. (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,1;52,63;2001;may  - oct ;113;0;;;;;;;;;;;CAN;;;;;maize;;;;;;;;;;sandy;40;;20;;;;;;NUEagr;%;70,7;3,2;;;195;;;4;3;115;;;8;3;113;;177,17;2,42;5,32;39,03;65,57;20,17;14,27;307;361;737,3;11,3;730,5;78,07
65;9;Van Groenigen et al. (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,1;52,63;2001;may  - oct ;150;0;;;;;;;;;;;CAN;;;;;maize;;;;;;;;;;sandy;40;;20;;;;;;NUEagr;%;60,7;3,6;;;206;;;5;3;115;;;8;3;150;;177,17;2,42;5,32;39,03;65,57;20,17;14,27;307;361;737,3;11,3;730,5;78,07
66;9;Van Groenigen et al. (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,1;52,63;2001;may  - oct ;188;0;;;;;;;;;;;CAN;;;;;maize;;;;;;;;;;sandy;40;;20;;;;;;NUEagr;%;48,5;0,3;;;206;;;1;3;115;;;8;3;188;;177,17;2,42;5,32;39,03;65,57;20,17;14,27;287;361;737,3;11,3;730,5;78,07
67;9;Van Groenigen et al. (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,1;52,63;2001;may  - oct ;0;104;;;;;;;;;;;slurry;;;;;maize;;;;;;;;;;sandy;40;;20;;;;;;NUEagr;%;64,9;2,8;;;182;;;3;3;115;;;8;3;104;;177,17;2,42;5,32;39,03;65,57;20,17;14,27;287;361;737,3;11,3;730,5;78,07
68;9;Van Groenigen et al. (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,1;52,63;2001;may  - oct ;0;156;;;;;;;;;;;slurry;;;;;maize;;;;;;;;;;sandy;40;;20;;;;;;NUEagr;%;52,8;1,8;;;197;;;3;3;115;;;8;3;156;;177,17;2,42;5,32;39,03;65,57;20,17;14,27;287;361;737,3;11,3;730,5;78,07
69;9;Van Groenigen et al. (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,1;52,63;2001;may  - oct ;0;209;;;;;;;;;;;slurry;;;;;maize;;;;;;;;;;sandy;40;;20;;;;;;NUEagr;%;47,2;4;;;213;;;8;3;115;;;8;3;209;;177,17;2,42;5,32;39,03;65,57;20,17;14,27;287;361;737,3;11,3;730,5;78,07
70;9;Van Groenigen et al. (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,1;52,63;2001;may  - oct ;0;261;;;;;;;;;;;slurry;;;;;maize;;;;;;;;;;sandy;40;;20;;;;;;NUEagr;%;43,1;0,4;;;227;;;1;3;115;;;8;3;261;;177,17;2,42;5,32;39,03;65,57;20,17;14,27;433;361;737,3;11,3;730,5;78,07
71;9;Van Groenigen et al. (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,1;52,63;2001;may  - oct ;38;156;;;;;;;;;;;CAN + slurry;;;;;maize;;;;;;;;;;sandy;40;;20;;;;;;NUEagr;%;48,6;2,8;;;209;;;5;3;115;;;8;3;194;;177,17;2,42;5,32;39,03;65,57;20,17;14,27;433;361;737,3;11,3;730,5;78,07
72;9;Van Groenigen et al. (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,1;52,63;2001;may  - oct ;75;104;;;;;;;;;;;CAN + slurry;;;;;maize;;;;;;;;;;sandy;40;;20;;;;;;NUEagr;%;53,1;1,1;;;210;;;2;3;115;;;8;3;179;;177,17;2,42;5,32;39,03;65,57;20,17;14,27;433;361;737,3;11,3;730,5;78,07
73;9;Van Groenigen et al. (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,1;52,63;2001;may  - oct ;113;52;;;;;;;;;;;CAN + slurry;;;;;maize;;;;;; ;;;;sandy;40;;20;;;;;;NUEagr;%;59,1;4,1;;;212;;;7;3;115;;;8;3;165;;177,17;2,42;5,32;39,03;65,57;20,17;14,27;411;361;737,3;11,3;730,5;78,07
74;9;Van Groenigen et al. (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,25;53,3;2001;may  - oct ;75;0;;;;;;;;;;;CAN;;;;;maize;;;;;;;;;;silty-clay-loam;64;;39;;;;;;NUEagr;%;78,2;10,5;;;181;;;8;3;123;;;8;3;75;;289,5;4,03;6,73;77,77;22,68;45,65;31,75;307;361;683,5;10,7;761,3;155,53
75;9;Van Groenigen et al. (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,25;53,3;2001;may  - oct ;113;0;;;;;;;;;;;CAN;;;;;maize;;;;;;;;;;silty-clay-loam;64;;39;;;;;;NUEagr;%;35,5;4,6;;;163;;;5;3;123;;;8;3;113;;289,5;4,03;6,73;77,77;22,68;45,65;31,75;307;361;683,5;10,7;761,3;155,53
76;9;Van Groenigen et al. (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,25;53,3;2001;may  - oct ;150;0;;;;;;;;;;;CAN;;;;;maize;;;;;;;;;;silty-clay-loam;64;;39;;;;;;NUEagr;%;32,6;1,4;;;171;;;2;3;123;;;8;3;150;;289,5;4,03;6,73;77,77;22,68;45,65;31,75;287;361;683,5;10,7;761,3;155,53
77;9;Van Groenigen et al. (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,25;53,3;2001;may  - oct ;188;0;;;;;;;;;;;CAN;;;;;maize;;;;;;;;;;silty-clay-loam;64;;39;;;;;;NUEagr;%;20,7;3,2;;;161;;;6;3;123;;;8;3;188;;289,5;4,03;6,73;77,77;22,68;45,65;31,75;287;361;683,5;10,7;761,3;155,53
78;9;Van Groenigen et al. (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,25;53,3;2001;may  - oct ;0;104;;;;;;;;;;;slurry;;;;;maize;;;;;;;;;;silty-clay-loam;64;;39;;;;;;NUEagr;%;26,9;1,6;;;151;;;2;3;123;;;8;3;104;;289,5;4,03;6,73;77,77;22,68;45,65;31,75;287;361;683,5;10,7;761,3;155,53
79;9;Van Groenigen et al. (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,25;53,3;2001;may  - oct ;0;156;;;;;;;;;;;slurry;;;;;maize;;;;;;;;;;silty-clay-loam;64;;39;;;;;;NUEagr;%;27,5;2,1;;;166;;;3;3;123;;;8;3;156;;289,5;4,03;6,73;77,77;22,68;45,65;31,75;287;361;683,5;10,7;761,3;155,53
80;9;Van Groenigen et al. (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,25;53,3;2001;may  - oct ;0;209;;;;;;;;;;;slurry;;;;;maize;;;;;;;;;;silty-clay-loam;64;;39;;;;;;NUEagr;%;21,9;4,9;;;168;;;10;3;123;;;8;3;209;;289,5;4,03;6,73;77,77;22,68;45,65;31,75;433;361;683,5;10,7;761,3;155,53
81;9;Van Groenigen et al. (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,25;53,3;2001;may  - oct ;0;261;;;;;;;;;;;slurry;;;;;maize;;;;;;;;;;silty-clay-loam;64;;39;;;;;;NUEagr;%;18;2,8;;;169;;;7;3;123;;;8;3;261;;289,5;4,03;6,73;77,77;22,68;45,65;31,75;433;361;683,5;10,7;761,3;155,53
82;9;Van Groenigen et al. (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,25;53,3;2001;may  - oct ;38;156;;;;;;;;;;;CAN + slurry;;;;;maize;;;;;;;;;;silty-clay-loam;64;;39;;;;;;NUEagr;%;12,7;2,8;;;147;;;5;3;123;;;8;3;194;;289,5;4,03;6,73;77,77;22,68;45,65;31,75;433;361;683,5;10,7;761,3;155,53
83;9;Van Groenigen et al. (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,25;53,3;2001;may  - oct ;75;104;;;;;;;;;;;CAN + slurry;;;;;maize;;;;;;;;;;silty-clay-loam;64;;39;;;;;;NUEagr;%;25,4;3,7;;;168;;;7;3;123;;;8;3;179;;289,5;4,03;6,73;77,77;22,68;45,65;31,75;411;361;683,5;10,7;761,3;155,53
84;9;Van Groenigen et al. (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,25;53,3;2001;may  - oct ;113;52;;;;;;;;;;;CAN + slurry;;;;;maize;;;;;;;;;;silty-clay-loam;64;;39;;;;;;NUEagr;%;20,7;2,8;;;157;;;5;3;123;;;8;3;165;;289,5;4,03;6,73;77,77;22,68;45,65;31,75;411;361;683,5;10,7;761,3;155,53
85;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1986;may-oct;45,4;;;;;;;;;;injected;;AA;1;PP;;;maize;soybean-maize;;;;67;18,2;;;;clay-loam;55;6,9;;;;;0;0;NUEagr;%;30;;;;52,6;12;;;4;39;;;;4;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;307;361;921,2;8,4;892,6;81,1
86;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1986;may-oct;27,2;;;;;;;;;;bandsprayed ;;UAN;1;PE;;;maize;soybean-maize;;;;67;18,2;;;;clay-loam;55;6,9;;;;;0;0;NUEagr;%;18,3;;;;44;12;;;4;39;;;;4;27;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;287;361;921,2;8,4;892,6;81,1
87;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1986;may-oct;45,4;;;;;;;;;;bandsprayed ;;UAN;1;PE;;;maize;soybean-maize;;;;67;18,2;;;;clay-loam;55;6,9;;;;;0;0;NUEagr;%;29;;;;52,2;12;;;4;39;;;;4;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;287;361;921,2;8,4;892,6;81,1
88;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1986;may-oct;63,5;;;;;;;;;;bandsprayed ;;UAN;1;PE;;;maize;soybean-maize;;;;67;18,2;;;;clay-loam;55;6,9;;;;;0;0;NUEagr;%;29,3;;;;57,6;12;;;4;39;;;;4;64;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;287;361;921,2;8,4;892,6;81,1
89;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1986;may-oct;45,4;;;;;;;;;;broadcast;;UAN;1;PE;;;maize;soybean-maize;;;;67;18,2;;;;clay-loam;55;6,9;;;;;0;0;NUEagr;%;25;;;;50,3;12;;;4;39;;;;4;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;287;361;921,2;8,4;892,6;81,1
90;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1986;may-oct;45,4;;;;;;;;;;point injected ;17,88;UAN;1;PE;;;maize;soybean-maize;;;;67;18,2;;;;clay-loam;55;6,9;;;;;0;0;NUEagr;%;46;;;;59,9;12;;;4;39;;;;4;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;433;361;921,2;8,4;892,6;81,1
91;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1986;may-oct;45,4;;;;;;;;;;point injected ;11,43;UAN ;1;PE;;;maize;soybean-maize;;;;67;18,2;;;;clay-loam;55;6,9;;;;;0;0;NUEagr;%;44;;;;59;12;;;4;39;;;;4;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;433;361;921,2;8,4;892,6;81,1
92;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1986;may-oct;45,4;;;;;;;;;;bandsprayed + injected;;UAN + AA;2;PP;V7;;maize;soybean-maize;;;;67;18,2;;;;clay-loam;55;6,9;;;;;0;0;NUEagr;%;33;;;;54;12;;;4;39;;;;4;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;433;361;921,2;8,4;892,6;81,1
93;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1986;may-oct;45,4;;;;;;;;;;bandsprayed + point injected ;17,88;UAN;2;PP;V7;;maize;soybean-maize;;;;67;18,2;;;;clay-loam;55;6,9;;;;;0;0;NUEagr;%;28;;;;51,7;12;;;4;39;;;;4;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;411;361;921,2;8,4;892,6;81,1
94;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1986;may-oct;45,4;;;;;;;;;;bandsprayed + point injected ;17,88;UAN;2;PP;V16;;maize;soybean-maize;;;;67;18,2;;;;clay-loam;55;6,9;;;;;0;0;NUEagr;%;35;;;;54,9;12;;;4;39;;;;4;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;411;361;921,2;8,4;892,6;81,1
95;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1986;may-oct;36,3;;;;;;;;;;bandsprayed + point injected ;17,88;UAN;2;PP;V16;;maize;soybean-maize;;;;67;18,2;;;;clay-loam;55;6,9;;;;;0;0;NUEagr;%;31,3;;;;50,3;12;;;4;39;;;;4;36;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;411;361;921,2;8,4;892,6;81,1
96;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1987;apr-oct;45,4;;;;;;;;;;injected;;AA;1;PP;;;maize;soybean-maize;;;;55,8;19,6;;;;clay-loam;55;6,5;;;;;0;0;NUEagr;%;57;;;;64,9;12;;;5;39;;;;5;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;419;361;921,2;8,4;892,6;81,1
97;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1987;apr-oct;27,2;;;;;;;;;;bandsprayed ;;UAN;1;PE;;;maize;soybean-maize;;;;55,8;19,6;;;;clay-loam;55;6,5;;;;;0;0;NUEagr;%;71,7;;;;58,5;12;;;5;39;;;;5;27;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;419;361;921,2;8,4;892,6;81,1
98;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1987;apr-oct;45,4;;;;;;;;;;bandsprayed ;;UAN;1;PE;;;maize;soybean-maize;;;;55,8;19,6;;;;clay-loam;55;6,5;;;;;0;0;NUEagr;%;47;;;;60,3;12;;;5;39;;;;5;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;419;361;921,2;8,4;892,6;81,1
99;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1987;apr-oct;63,5;;;;;;;;;;bandsprayed ;;UAN;1;PE;;;maize;soybean-maize;;;;55,8;19,6;;;;clay-loam;55;6,5;;;;;0;0;NUEagr;%;40,7;;;;64,9;12;;;5;39;;;;5;64;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;473;361;921,2;8,4;892,6;81,1
100;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1987;apr-oct;45,4;;;;;;;;;;broadcast ;;UAN;1;PE;;;maize;soybean-maize;;;;55,8;19,6;;;;clay-loam;55;6,5;;;;;0;0;NUEagr;%;49;;;;61,2;12;;;5;39;;;;5;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;473;361;921,2;8,4;892,6;81,1
101;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1987;apr-oct;45,4;;;;;;;;;;point injected ;17,88;UAN;1;PE;;;maize;soybean-maize;;;;55,8;19,6;;;;clay-loam;55;6,5;;;;;0;0;NUEagr;%;62;;;;67,1;12;;;5;39;;;;5;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;473;361;921,2;8,4;892,6;81,1
102;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1987;apr-oct;45,4;;;;;;;;;;point injected ;11,43;UAN ;1;PE;;;maize;soybean-maize;;;;55,8;19,6;;;;clay-loam;55;6,5;;;;;0;0;NUEagr;%;52;;;;62,6;12;;;5;39;;;;5;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;509;361;921,2;8,4;892,6;81,1
103;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1987;apr-oct;45,4;;;;;;;;;;bandsprayed  + injected;;UAN + AA;2;PP;V7;;maize;soybean-maize;;;;55,8;19,6;;;;clay-loam;55;6,5;;;;;0;0;NUEagr;%;45;;;;59,4;12;;;5;39;;;;5;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;509;361;921,2;8,4;892,6;81,1
104;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1987;apr-oct;45,4;;;;;;;;;;bandsprayed + point injected ;17,88;UAN;2;PP;V7;;maize;soybean-maize;;;;55,8;19,6;;;;clay-loam;55;6,5;;;;;0;0;NUEagr;%;51;;;;62,1;12;;;5;39;;;;5;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;509;361;921,2;8,4;892,6;81,1
105;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1987;apr-oct;45,4;;;;;;;;;;bandsprayed + point injected ;17,88;UAN;2;PP;V16;;maize;soybean-maize;;;;55,8;19,6;;;;clay-loam;55;6,5;;;;;0;0;NUEagr;%;49;;;;61,2;12;;;5;39;;;;5;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;509;361;921,2;8,4;892,6;81,1
106;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1987;apr-oct;36,3;;;;;;;;;;bandsprayed + point injected ;17,88;UAN;2;PP;V16;;maize;soybean-maize;;;;55,8;19,6;;;;clay-loam;55;6,5;;;;;0;0;NUEagr;%;57,5;;;;59,9;12;;;5;39;;;;5;36;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;285;361;921,2;8,4;892,6;81,1
107;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1989;may-oct;45,4;;;;;;;;;;injected;;AA;1;PP;;;maize;soybean-maize;;;;32,2;19,2;;;;clay-loam;55;7,3;;;;;0;0;NUEagr;%;62;;;;57,2;17;;;4;29;;;;4;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;285;361;921,2;8,4;892,6;81,1
108;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-93,52;44,08;1989;may-oct;27,2;;;;;;;;;;bandsprayed ;;UAN;1;PE;;;maize;soybean-maize;;;;32,2;19,2;;;;clay-loam;55;7,3;;;;;0;0;NUEagr;%;41,7;;;;40,4;17;;;4;29;;;;4;27;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;285;361;921,2;8,4;892,6;81,1
109;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-93,52;44,08;1989;may-oct;45,4;;;;;;;;;;bandsprayed ;;UAN;1;PE;;;maize;soybean-maize;;;;32,2;19,2;;;;clay-loam;55;7,3;;;;;0;0;NUEagr;%;56;;;;54,4;17;;;4;29;;;;4;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;285;361;921,2;8,4;892,6;81,1
110;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-93,52;44,08;1989;may-oct;63,5;;;;;;;;;;bandsprayed ;;UAN;1;PE;;;maize;soybean-maize;;;;32,2;19,2;;;;clay-loam;55;7,3;;;;;0;0;NUEagr;%;57,1;;;;65,3;17;;;4;29;;;;4;64;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;403;361;921,2;8,4;892,6;81,1
111;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-93,52;44,08;1989;may-oct;45,4;;;;;;;;;;broadcast ;;UAN;1;PE;;;maize;soybean-maize;;;;32,2;19,2;;;;clay-loam;55;7,3;;;;;0;0;NUEagr;%;43;;;;48,5;17;;;4;29;;;;4;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;403;361;921,2;8,4;892,6;81,1
112;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-93,52;44,08;1989;may-oct;45,4;;;;;;;;;;point injected ;17,88;UAN;1;PE;;;maize;soybean-maize;;;;32,2;19,2;;;;clay-loam;55;7,3;;;;;0;0;NUEagr;%;63;;;;57,6;17;;;4;29;;;;4;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;403;361;921,2;8,4;892,6;81,1
113;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-93,52;44,08;1989;may-oct;45,4;;;;;;;;;;point injected ;11,43;UAN ;1;PE;;;maize;soybean-maize;;;;32,2;19,2;;;;clay-loam;55;7,3;;;;;0;0;NUEagr;%;49;;;;51,3;17;;;4;29;;;;4;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;403;361;921,2;8,4;892,6;81,1
114;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-93,52;44,08;1989;may-oct;45,4;;;;;;;;;;bandsprayed + injected;;UAN + AA;2;PP;V7;;maize;soybean-maize;;;;32,2;19,2;;;;clay-loam;55;7,3;;;;;0;0;NUEagr;%;64;;;;58,1;17;;;4;29;;;;4;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;403;361;921,2;8,4;892,6;81,1
115;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-93,52;44,08;1989;may-oct;45,4;;;;;;;;;;bandsprayed + point injected ;17,88;UAN;2;PP;V7;;maize;soybean-maize;;;;32,2;19,2;;;;clay-loam;55;7,3;;;;;0;0;NUEagr;%;60;;;;56,2;17;;;4;29;;;;4;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;381;361;921,2;8,4;892,6;81,1
116;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-93,52;44,08;1989;may-oct;45,4;;;;;;;;;;bandsprayed + point injected ;17,88;UAN;2;PP;V16;;maize;soybean-maize;;;;32,2;19,2;;;;clay-loam;55;7,3;;;;;0;0;NUEagr;%;50;;;;51,7;17;;;4;29;;;;4;45;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;381;361;921,2;8,4;892,6;81,1
117;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-93,52;44,08;1989;may-oct;36,3;;;;;;;;;;bandsprayed + point injected ;17,88;UAN;2;PP;V16;;maize;soybean-maize;;;;32,2;19,2;;;;clay-loam;55;7,3;;;;;0;0;NUEagr;%;63,8;;;;52,2;17;;;4;29;;;;4;36;;253,67;2,59;6,45;40,55;26,25;43,17;30,58;381;361;921,2;8,4;892,6;81,1
118;11;Wang et al. (2016);Fate of 15N fertilizer under different nitrogen split applications to plastic mulched maize in semiarid farmland;China;107,88;35,28;2013;apr-sept;225;;;;;;;;;;basal;;U;1;PE;;;maize;;579;;;;;;;0-20;silt-loam;16,2;8,3;;;78,67;1;40;80;NUEagr;%;27,1;;;;232,1;;;;3;171,2;;;;3;225;;209,33;1,16;8,1;10,28;23,18;53,15;23,72;287;361;900,5;10,9;577,7;20,57
119;11;Wang et al. (2016);Fate of 15N fertilizer under different nitrogen split applications to plastic mulched maize in semiarid farmland;China;107,88;35,28;2013;apr-sept;225;;;;;;;;;;basal + topdressed;;U;2;PE;V8;;maize;;579;;;;;;;0-20;silt-loam;16,2;8,3;;;78,67;1;40;80;NUEagr;%;37,2;;;;255;;;;3;171,2;;;;3;225;;209,33;1,16;8,1;10,28;23,18;53,15;23,72;287;361;900,5;10,9;577,7;20,57
