obs_no;no;paper;title;country;X;Y;year;growth_season;N_fert_min;N_fert_man;N_fix;N_dep_image;N_dep_emep;N_cs;N_spm;N_min;N_hc;N_res;N_place;N_place_depth;N_source;N_time_splits;N_timing1;N_timing2;N_timing3;crop_type;rotation;mn_prec;Prec_avg_crop_gr;Prec_var;tot_prec_crop_gr;Temp_avg_cp_season;ET_avg_gr;irrigation;Depth ;Texture;SOM ;pH;clay;CaCo3 ;N_av_soil ;Total_N ;P_dose;K_dose;ind_type;ind_unit;NUE_value;se_NUE;LSD_NUE;sd_NUE;N_up_fert;LSD_fertup;sd_fertup;se_fertup;n_rep_t;N_up_unfert;LSD_unfertup;sd_unfertup;se_unfertup;n_rep_c;N_appl
2418;27;Sharma 2002;;India;77,17;30,85;;;60;0;;;;;;;;;;;mineral;;;;;Cabbage;;;;;;;;;;sandy loam;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;68,5;;;7,654235978;;;;;;;;;;;60
2419;27;Sharma 2002;;India;77,17;30,85;;;60;0;;;;;;;;;;;mineral;;;;;Cabbage;;;;;;;;;;sandy loam;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;75,9;;;8,481474374;;;;;;;;;;;60
2420;27;Sharma 2002;;India;77,17;30,85;;;60;0;;;;;;;;;;;mineral;;;;;Cabbage;;;;;;;;;;sandy loam;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;68,5;;;7,654235978;;;;;;;;;;;60
2421;27;Sharma 2002;;India;77,17;30,85;;;30;0;;;;;;;;;;;mineral;;;;;Cabbage;;;;;;;;;;sandy loam;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;137,3;;;15,33453844;;;;;;;;;;;30
2422;27;Sharma 2002;;India;77,17;30,85;;;30;0;;;;;;;;;;;mineral;;;;;Cabbage;;;;;;;;;;sandy loam;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;121,1;;;13,52477989;;;;;;;;;;;30
2423;27;Sharma 2002;;India;77,17;30,85;;;30;0;;;;;;;;;;;mineral;;;;;Cabbage;;;;;;;;;;sandy loam;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;135,2;;;15,10366389;;;;;;;;;;;30
2424;27;Sharma 2002;;India;77,17;30,85;;;30;0;;;;;;;;;;;mineral;;;;;Cabbage;;;;;;;;;;sandy loam;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;121,1;;;13,52477989;;;;;;;;;;;30
2425;27;Sharma 2002;;India;77,17;30,85;;;45;0;;;;;;;;;;;mineral;;;;;Cabbage;;;;;;;;;;sandy loam;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;97,8;;;10,9305444;;;;;;;;;;;45
2426;27;Sharma 2002;;India;77,17;30,85;;;45;0;;;;;;;;;;;mineral;;;;;Cabbage;;;;;;;;;;sandy loam;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;83,6;;;9,344212835;;;;;;;;;;;45
2427;27;Sharma 2002;;India;77,17;30,85;;;45;0;;;;;;;;;;;mineral;;;;;Cabbage;;;;;;;;;;sandy loam;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;96,6;;;10,79152316;;;;;;;;;;;45
2428;27;Sharma 2002;;India;77,17;30,85;;;45;0;;;;;;;;;;;mineral;;;;;Cabbage;;;;;;;;;;sandy loam;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;83,6;;;9,344212835;;;;;;;;;;;45
2429;27;Sharma 2002;;India;77,17;30,85;;;60;0;;;;;;;;;;;mineral;;;;;Cabbage;;;;;;;;;;sandy loam;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;97,7;;;10,91254611;;;;;;;;;;;60
2430;27;Sharma 2002;;India;77,17;30,85;;;60;0;;;;;;;;;;;mineral;;;;;Cabbage;;;;;;;;;;sandy loam;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;85,1;;;9,503094243;;;;;;;;;;;60
2431;27;Sharma 2002;;India;77,17;30,85;;;60;0;;;;;;;;;;;mineral;;;;;Cabbage;;;;;;;;;;sandy loam;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;92,5;;;10,33163596;;;;;;;;;;;60
2432;27;Sharma 2002;;India;77,17;30,85;;;60;0;;;;;;;;;;;mineral;;;;;Cabbage;;;;;;;;;;sandy loam;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;85,1;;;9,503094243;;;;;;;;;;;60
2433;27;Upadyay 2012;;India;82,87;25,17;;;150;0;;;;;;;;;;;mineral;;;;;Cabbage;;;;;;;;;;sandy loam;0,67;7,6;;;210,15;;60;80;NUE(yield/Nrate);;27,5;;;3,069886714;;;;;;;;;;;150
2434;27;Upadyay 2012;;India;82,87;25,17;;;150;0;;;;;;;;;;;mineral;;;;;Cabbage;;;;;;;;;;sandy loam;0,67;7,6;;;210,15;;60;80;NUE(yield/Nrate);;24,4;;;2,728043434;;;;;;;;;;;150
2435;27;Upadyay 2012;;India;82,87;25,17;;;150;0;;;;;;;;;;;mineral;;;;;Cabbage;;;;;;;;;;sandy loam;0,67;7,6;;;210,15;;60;80;NUE(yield/Nrate);;27,2;;;3,039351693;;;;;;;;;;;150
2436;27;Upadyay 2012;;India;82,87;25,17;;;150;0;;;;;;;;;;;mineral;;;;;Cabbage;;;;;;;;;;sandy loam;0,67;7,6;;;210,15;;60;80;NUE(yield/Nrate);;24,4;;;2,728043434;;;;;;;;;;;150
2437;27;Upadyay 2012;;India;82,87;25,17;;;150;0;;;;;;;;;;;mineral;;;;;Cabbage;;;;;;;;;;sandy loam;0,67;7,6;;;210,15;;60;80;NUE(yield/Nrate);;27,9;;;3,11904065;;;;;;;;;;;150
2438;27;Upadyay 2012;;India;82,87;25,17;;;150;0;;;;;;;;;;;mineral;;;;;Cabbage;;;;;;;;;;sandy loam;0,67;7,6;;;210,15;;60;80;NUE(yield/Nrate);;24,4;;;2,728043434;;;;;;;;;;;150
2439;27;Pathak 2010;;India;76,62;27,55;;;80;0;;;;;;;;;;;mineral;;;;;Mustard;;;;;;;;;;sandy loam;NA;NA;;;NA;;40;0;NUE(yield/Nrate);;13,1;;;1,328470105;;;;;;;;;;;80
2440;27;Pathak 2010;;India;76,62;27,55;;;80;0;;;;;;;;;;;mineral;;;;;Mustard;;;;;;;;;;sandy loam;NA;NA;;;NA;;40;0;NUE(yield/Nrate);;12,7;;;1,283815648;;;;;;;;;;;80
2441;27;Pathak 2010;;India;76,62;27,55;;;80;0;;;;;;;;;;;mineral;;;;;Mustard;;;;;;;;;;sandy loam;NA;NA;;;NA;;40;0;NUE(yield/Nrate);;14;;;1,41777902;;;;;;;;;;;80
2442;27;Pathak 2010;;India;76,62;27,55;;;80;0;;;;;;;;;;;mineral;;;;;Mustard;;;;;;;;;;sandy loam;NA;NA;;;NA;;40;0;NUE(yield/Nrate);;12,7;;;1,283815648;;;;;;;;;;;80
2443;27;Pathak 2010;;India;76,62;27,55;;;80;0;;;;;;;;;;;mineral;;;;;Mustard;;;;;;;;;;sandy loam;NA;NA;;;NA;;40;0;NUE(yield/Nrate);;15,1;;;1,529415163;;;;;;;;;;;80
2444;27;Pathak 2010;;India;76,62;27,55;;;80;0;;;;;;;;;;;mineral;;;;;Mustard;;;;;;;;;;sandy loam;NA;NA;;;NA;;40;0;NUE(yield/Nrate);;12,7;;;1,283815648;;;;;;;;;;;80
2445;27;Kumpawat 2010;;India;74,33;25,33;;;0;47,5;;;;;;;;;;;organic;;;;;blackgram;;;;;;;;;;clay loam;0,67;7,9;;;NA;;0;0;NUE(yield/Nrate);;23,2;;;1,282953621;;;;;;;;;;;47,5
2446;27;Kumpawat 2010;;India;74,33;25,33;;;0;47,5;;;;;;;;;;;organic;;;;;blackgram;;;;;;;;;;clay loam;0,67;7,9;;;NA;;0;0;NUE(yield/Nrate);;20,5;;;1,135157364;;;;;;;;;;;47,5
2447;27;Kumpawat 2010;;India;74,33;25,33;;;0;18,75;;;;;;;;;;;organic;;;;;blackgram;;;;;;;;;;clay loam;0,67;7,9;;;NA;;0;0;NUE(yield/Nrate);;60,4;;;3,346353589;;;;;;;;;;;18,75
2448;27;Kumpawat 2010;;India;74,33;25,33;;;0;18,75;;;;;;;;;;;organic;;;;;blackgram;;;;;;;;;;clay loam;0,67;7,9;;;NA;;0;0;NUE(yield/Nrate);;53,4;;;2,956335688;;;;;;;;;;;18,75
2449;27;Kumpawat 2010;;India;74,33;25,33;;;0;47,5;;;;;;;;;;;organic;;;;;Mustard;;;;;;;;;;clay loam;0,67;7,9;;;NA;;0;0;NUE(yield/Nrate);;30,4;;;3,087268165;;;;;;;;;;;47,5
2450;27;Kumpawat 2010;;India;74,33;25,33;;;0;47,5;;;;;;;;;;;organic;;;;;Mustard;;;;;;;;;;clay loam;0,67;7,9;;;NA;;0;0;NUE(yield/Nrate);;27,5;;;2,788318324;;;;;;;;;;;47,5
2451;27;Kumpawat 2010;;India;74,33;25,33;;;0;18,75;;;;;;;;;;;organic;;;;;Mustard;;;;;;;;;;clay loam;0,67;7,9;;;NA;;0;0;NUE(yield/Nrate);;70,9;;;7,192344591;;;;;;;;;;;18,75
2452;27;Kumpawat 2010;;India;74,33;25,33;;;0;18,75;;;;;;;;;;;organic;;;;;Mustard;;;;;;;;;;clay loam;0,67;7,9;;;NA;;0;0;NUE(yield/Nrate);;69,6;;;7,063739754;;;;;;;;;;;18,75
2453;27;Singh 1999;;India;91,88;25,55;;;60;0;;;;;;;;;;;mineral;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;0;50;NUE(yield/Nrate);;22,4;;;2,697105546;;;;;;;;;;;60
2454;27;Singh 1999;;India;91,88;25,55;;;60;0;;;;;;;;;;;mineral;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;0;50;NUE(yield/Nrate);;17,5;;;2,107113708;;;;;;;;;;;60
2455;27;Singh 1999;;India;91,88;25,55;;;60;0;;;;;;;;;;;mineral;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;26;50;NUE(yield/Nrate);;39,6;;;4,76207698;;;;;;;;;;;60
2456;27;Singh 1999;;India;91,88;25,55;;;60;0;;;;;;;;;;;mineral;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;26;50;NUE(yield/Nrate);;35;;;4,214227416;;;;;;;;;;;60
2457;27;Singh 1999;;India;91,88;25,55;;;60;0;;;;;;;;;;;mineral;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;52;50;NUE(yield/Nrate);;59,5;;;7,164186608;;;;;;;;;;;60
2458;27;Singh 1999;;India;91,88;25,55;;;60;0;;;;;;;;;;;mineral;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;52;50;NUE(yield/Nrate);;55,7;;;6,700621592;;;;;;;;;;;60
2459;27;Singh 1999;;India;91,88;25,55;;;60;0;;;;;;;;;;;mineral;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;78;50;NUE(yield/Nrate);;57,1;;;6,869190689;;;;;;;;;;;60
2460;27;Singh 1999;;India;91,88;25,55;;;60;0;;;;;;;;;;;mineral;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;78;50;NUE(yield/Nrate);;48,3;;;5,815633834;;;;;;;;;;;60
2461;27;Singh 1999;;India;91,88;25,55;;;60;190;;;;;;;;;;;mix;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;0;50;NUE(yield/Nrate);;10,8;;;1,304724808;;;;;;;;;;;250
2462;27;Singh 1999;;India;91,88;25,55;;;60;190;;;;;;;;;;;mix;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;0;50;NUE(yield/Nrate);;10,1;;;1,213697496;;;;;;;;;;;250
2463;27;Singh 1999;;India;91,88;25,55;;;60;190;;;;;;;;;;;mix;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;26;50;NUE(yield/Nrate);;13,9;;;1,678948203;;;;;;;;;;;250
2464;27;Singh 1999;;India;91,88;25,55;;;60;190;;;;;;;;;;;mix;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;26;50;NUE(yield/Nrate);;11,7;;;1,405866266;;;;;;;;;;;250
2465;27;Singh 1999;;India;91,88;25,55;;;60;190;;;;;;;;;;;mix;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;52;50;NUE(yield/Nrate);;15,4;;;1,850888681;;;;;;;;;;;250
2466;27;Singh 1999;;India;91,88;25,55;;;60;190;;;;;;;;;;;mix;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;52;50;NUE(yield/Nrate);;15;;;1,800317952;;;;;;;;;;;250
2467;27;Singh 1999;;India;91,88;25,55;;;60;190;;;;;;;;;;;mix;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;78;50;NUE(yield/Nrate);;16,8;;;2,02282916;;;;;;;;;;;250
2468;27;Singh 1999;;India;91,88;25,55;;;60;190;;;;;;;;;;;mix;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;78;50;NUE(yield/Nrate);;16,7;;;2,012715014;;;;;;;;;;;250
2469;27;Singh 1999;;India;91,88;25,55;;;60;0;;;;;;;;;;;mineral;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;0;50;NUE(yield/Nrate);;19,3;;;2,317825079;;;;;;;;;;;60
2470;27;Singh 1999;;India;91,88;25,55;;;60;0;;;;;;;;;;;mineral;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;0;50;NUE(yield/Nrate);;13;;;1,559264144;;;;;;;;;;;60
2471;27;Singh 1999;;India;91,88;25,55;;;60;0;;;;;;;;;;;mineral;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;26;50;NUE(yield/Nrate);;36,4;;;4,382796513;;;;;;;;;;;60
2472;27;Singh 1999;;India;91,88;25,55;;;60;0;;;;;;;;;;;mineral;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;26;50;NUE(yield/Nrate);;31,5;;;3,792804675;;;;;;;;;;;60
2473;27;Singh 1999;;India;91,88;25,55;;;60;0;;;;;;;;;;;mineral;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;52;50;NUE(yield/Nrate);;46,2;;;5,562780189;;;;;;;;;;;60
2474;27;Singh 1999;;India;91,88;25,55;;;60;0;;;;;;;;;;;mineral;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;52;50;NUE(yield/Nrate);;42,7;;;5,141357448;;;;;;;;;;;60
2475;27;Singh 1999;;India;91,88;25,55;;;60;0;;;;;;;;;;;mineral;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;78;50;NUE(yield/Nrate);;52,5;;;6,321341124;;;;;;;;;;;60
2476;27;Singh 1999;;India;91,88;25,55;;;60;0;;;;;;;;;;;mineral;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;78;50;NUE(yield/Nrate);;46,9;;;5,647064738;;;;;;;;;;;60
2477;27;Singh 1999;;India;91,88;25,55;;;60;190;;;;;;;;;;;mix;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;0;50;NUE(yield/Nrate);;8,1;;;0,970957997;;;;;;;;;;;250
2478;27;Singh 1999;;India;91,88;25,55;;;60;190;;;;;;;;;;;mix;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;0;50;NUE(yield/Nrate);;7,2;;;0,869816539;;;;;;;;;;;250
2479;27;Singh 1999;;India;91,88;25,55;;;60;190;;;;;;;;;;;mix;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;26;50;NUE(yield/Nrate);;11,1;;;1,335067245;;;;;;;;;;;250
2480;27;Singh 1999;;India;91,88;25,55;;;60;190;;;;;;;;;;;mix;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;26;50;NUE(yield/Nrate);;10,8;;;1,304724808;;;;;;;;;;;250
2481;27;Singh 1999;;India;91,88;25,55;;;60;190;;;;;;;;;;;mix;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;52;50;NUE(yield/Nrate);;12,7;;;1,527236016;;;;;;;;;;;250
2482;27;Singh 1999;;India;91,88;25,55;;;60;190;;;;;;;;;;;mix;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;52;50;NUE(yield/Nrate);;11,9;;;1,436208703;;;;;;;;;;;250
2483;27;Singh 1999;;India;91,88;25,55;;;60;190;;;;;;;;;;;mix;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;78;50;NUE(yield/Nrate);;14,3;;;1,719404786;;;;;;;;;;;250
2484;27;Singh 1999;;India;91,88;25,55;;;60;190;;;;;;;;;;;mix;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;78;50;NUE(yield/Nrate);;13,9;;;1,678948203;;;;;;;;;;;250
2485;27;Singh 1999;;India;91,88;25,55;;;60;0;;;;;;;;;;;mineral;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;0;50;NUE(yield/Nrate);;45,2;;;5,436353367;;;;;;;;;;;60
2486;27;Singh 1999;;India;91,88;25,55;;;60;0;;;;;;;;;;;mineral;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;0;50;NUE(yield/Nrate);;27;;;3,244955111;;;;;;;;;;;60
2487;27;Singh 1999;;India;91,88;25,55;;;60;0;;;;;;;;;;;mineral;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;26;50;NUE(yield/Nrate);;62,3;;;7,501324801;;;;;;;;;;;60
2488;27;Singh 1999;;India;91,88;25,55;;;60;0;;;;;;;;;;;mineral;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;26;50;NUE(yield/Nrate);;59,5;;;7,164186608;;;;;;;;;;;60
2489;27;Singh 1999;;India;91,88;25,55;;;60;0;;;;;;;;;;;mineral;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;52;50;NUE(yield/Nrate);;74,6;;;8,976304397;;;;;;;;;;;60
2490;27;Singh 1999;;India;91,88;25,55;;;60;0;;;;;;;;;;;mineral;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;52;50;NUE(yield/Nrate);;71,1;;;8,554881655;;;;;;;;;;;60
2491;27;Singh 1999;;India;91,88;25,55;;;60;0;;;;;;;;;;;mineral;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;78;50;NUE(yield/Nrate);;80,9;;;9,734865332;;;;;;;;;;;60
2492;27;Singh 1999;;India;91,88;25,55;;;60;0;;;;;;;;;;;mineral;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;78;50;NUE(yield/Nrate);;75,3;;;9,060588945;;;;;;;;;;;60
2493;27;Singh 1999;;India;91,88;25,55;;;60;190;;;;;;;;;;;mix;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;0;50;NUE(yield/Nrate);;20,5;;;2,467851575;;;;;;;;;;;250
2494;27;Singh 1999;;India;91,88;25,55;;;60;190;;;;;;;;;;;mix;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;0;50;NUE(yield/Nrate);;14,4;;;1,739633077;;;;;;;;;;;250
2495;27;Singh 1999;;India;91,88;25,55;;;60;190;;;;;;;;;;;mix;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;26;50;NUE(yield/Nrate);;23,4;;;2,821846678;;;;;;;;;;;250
2496;27;Singh 1999;;India;91,88;25,55;;;60;190;;;;;;;;;;;mix;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;26;50;NUE(yield/Nrate);;19,8;;;2,386938409;;;;;;;;;;;250
2497;27;Singh 1999;;India;91,88;25,55;;;60;190;;;;;;;;;;;mix;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;52;50;NUE(yield/Nrate);;24;;;2,892645699;;;;;;;;;;;250
2498;27;Singh 1999;;India;91,88;25,55;;;60;190;;;;;;;;;;;mix;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;52;50;NUE(yield/Nrate);;23,5;;;2,831960824;;;;;;;;;;;250
2499;27;Singh 1999;;India;91,88;25,55;;;60;190;;;;;;;;;;;mix;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;78;50;NUE(yield/Nrate);;24,5;;;2,953330573;;;;;;;;;;;250
2500;27;Singh 1999;;India;91,88;25,55;;;60;190;;;;;;;;;;;mix;;;;;potato;;;;;;;;;;sandy loam;NA;5,2;;;NA;;78;50;NUE(yield/Nrate);;24,4;;;2,943216428;;;;;;;;;;;250
2501;27;Jain 2007;;India;75,37;26,97;;;0;95;;;;;;;;;;;organic;;;;;Fennel;;;;;;;;;;loamy sand;0,31;8,2;;;124,5;;0;0;NUE(yield/Nrate);;8,8;;;1,065153901;;;;;;;;;;;95
2502;27;Jain 2007;;India;75,37;26,97;;;0;95;;;;;;;;;;;organic;;;;;Fennel;;;;;;;;;;loamy sand;0,31;8,2;;;124,5;;0;0;NUE(yield/Nrate);;9,3;;;1,122036465;;;;;;;;;;;95
2503;27;Dubey 1999;;India;77,08;23,2;;;20;0;;;;;;;;;;;mineral;;;;;soybean;;;;;;;;;;clay;NA;7,6;;;208,1;;0;16,8;NUE(yield/Nrate);;91,5;;;5,07023271;;;;;;;;;;;20
2504;27;Dubey 1999;;India;77,08;23,2;;;20;0;;;;;;;;;;;mineral;;;;;soybean;;;;;;;;;;clay;NA;7,6;;;208,1;;0;16,8;NUE(yield/Nrate);;85,8;;;4,753343166;;;;;;;;;;;20
2505;27;Dubey 1999;;India;77,08;23,2;;;20;0;;;;;;;;;;;mineral;;;;;soybean;;;;;;;;;;clay;NA;7,6;;;208,1;;0;16,8;NUE(yield/Nrate);;95;;;5,265241661;;;;;;;;;;;20
2506;27;Dubey 1999;;India;77,08;23,2;;;20;0;;;;;;;;;;;mineral;;;;;soybean;;;;;;;;;;clay;NA;7,6;;;208,1;;0;16,8;NUE(yield/Nrate);;85,8;;;4,753343166;;;;;;;;;;;20
2507;27;Dubey 1999;;India;77,08;23,2;;;20;0;;;;;;;;;;;mineral;;;;;soybean;;;;;;;;;;clay;NA;7,6;;;208,1;;13,2;16,8;NUE(yield/Nrate);;112,2;;;6,215910294;;;;;;;;;;;20
2508;27;Dubey 1999;;India;77,08;23,2;;;20;0;;;;;;;;;;;mineral;;;;;soybean;;;;;;;;;;clay;NA;7,6;;;208,1;;13,2;16,8;NUE(yield/Nrate);;100,3;;;5,557755086;;;;;;;;;;;20
2509;27;Dubey 1999;;India;77,08;23,2;;;20;0;;;;;;;;;;;mineral;;;;;soybean;;;;;;;;;;clay;NA;7,6;;;208,1;;13,2;16,8;NUE(yield/Nrate);;116,2;;;6,435295363;;;;;;;;;;;20
2510;27;Dubey 1999;;India;77,08;23,2;;;20;0;;;;;;;;;;;mineral;;;;;soybean;;;;;;;;;;clay;NA;7,6;;;208,1;;13,2;16,8;NUE(yield/Nrate);;100,3;;;5,557755086;;;;;;;;;;;20
2511;27;Dubey 1999;;India;77,08;23,2;;;20;0;;;;;;;;;;;mineral;;;;;soybean;;;;;;;;;;clay;NA;7,6;;;208,1;;13,2;16,8;NUE(yield/Nrate);;108,2;;;5,996525225;;;;;;;;;;;20
2512;27;Dubey 1999;;India;77,08;23,2;;;20;0;;;;;;;;;;;mineral;;;;;soybean;;;;;;;;;;clay;NA;7,6;;;208,1;;13,2;16,8;NUE(yield/Nrate);;88,9;;;4,923975998;;;;;;;;;;;20
2513;27;Dubey 1999;;India;77,08;23,2;;;20;0;;;;;;;;;;;mineral;;;;;soybean;;;;;;;;;;clay;NA;7,6;;;208,1;;13,2;16,8;NUE(yield/Nrate);;111,3;;;6,167158056;;;;;;;;;;;20
2514;27;Dubey 1999;;India;77,08;23,2;;;20;0;;;;;;;;;;;mineral;;;;;soybean;;;;;;;;;;clay;NA;7,6;;;208,1;;13,2;16,8;NUE(yield/Nrate);;88,9;;;4,923975998;;;;;;;;;;;20
2515;27;Kumari 2015;;India;87,05;25,23;;;50;0;;;;;;;;;;;mineral;;;;;Cabbage;;;;;;;;;;NA;0,72;7,31;;;279;;0;0;NUE(yield/Nrate);;119,5;;;13,35059994;;;;;;;;;;;50
2516;27;Kumari 2015;;India;87,05;25,23;;;50;0;;;;;;;;;;;mineral;;;;;Cabbage;;;;;;;;;;NA;0,72;7,31;;;279;;0;0;NUE(yield/Nrate);;38,6;;;4,310062855;;;;;;;;;;;50
2517;27;Kumari 2015;;India;87,05;25,23;;;50;0;;;;;;;;;;;mineral;;;;;Cabbage;;;;;;;;;;NA;0,72;7,31;;;279;;0;0;NUE(yield/Nrate);;96,7;;;10,79894988;;;;;;;;;;;50
2518;27;Kumari 2015;;India;87,05;25,23;;;50;0;;;;;;;;;;;mineral;;;;;Cabbage;;;;;;;;;;NA;0,72;7,31;;;279;;0;0;NUE(yield/Nrate);;38,6;;;4,310062855;;;;;;;;;;;50
2519;27;Kumari 2015;;India;87,05;25,23;;;100;0;;;;;;;;;;;mineral;;;;;Cabbage;;;;;;;;;;NA;0,72;7,31;;;279;;0;0;NUE(yield/Nrate);;82,4;;;9,206023868;;;;;;;;;;;100
2520;27;Kumari 2015;;India;87,05;25,23;;;100;0;;;;;;;;;;;mineral;;;;;Cabbage;;;;;;;;;;NA;0,72;7,31;;;279;;0;0;NUE(yield/Nrate);;62,8;;;7,011870376;;;;;;;;;;;100
2521;27;Kumari 2015;;India;87,05;25,23;;;100;0;;;;;;;;;;;mineral;;;;;Cabbage;;;;;;;;;;NA;0,72;7,31;;;279;;0;0;NUE(yield/Nrate);;51,6;;;5,75929292;;;;;;;;;;;100
2522;27;Kumari 2015;;India;87,05;25,23;;;100;0;;;;;;;;;;;mineral;;;;;Cabbage;;;;;;;;;;NA;0,72;7,31;;;279;;0;0;NUE(yield/Nrate);;62,8;;;7,011870376;;;;;;;;;;;100
2523;27;Kumari 2015;;India;87,05;25,23;;;150;0;;;;;;;;;;;mineral;;;;;Cabbage;;;;;;;;;;NA;0,72;7,31;;;279;;0;0;NUE(yield/Nrate);;82;;;9,157652299;;;;;;;;;;;150
2524;27;Kumari 2015;;India;87,05;25,23;;;150;0;;;;;;;;;;;mineral;;;;;Cabbage;;;;;;;;;;NA;0,72;7,31;;;279;;0;0;NUE(yield/Nrate);;44,6;;;4,987243222;;;;;;;;;;;150
2525;27;Kumari 2015;;India;87,05;25,23;;;150;0;;;;;;;;;;;mineral;;;;;Cabbage;;;;;;;;;;NA;0,72;7,31;;;279;;0;0;NUE(yield/Nrate);;64,5;;;7,205594601;;;;;;;;;;;150
2526;27;Kumari 2015;;India;87,05;25,23;;;150;0;;;;;;;;;;;mineral;;;;;Cabbage;;;;;;;;;;NA;0,72;7,31;;;279;;0;0;NUE(yield/Nrate);;44,6;;;4,987243222;;;;;;;;;;;150
2527;27;Kumari 2015;;India;87,05;25,23;;;200;0;;;;;;;;;;;mineral;;;;;Cabbage;;;;;;;;;;NA;0,72;7,31;;;279;;0;0;NUE(yield/Nrate);;65,2;;;7,284836704;;;;;;;;;;;200
2528;27;Kumari 2015;;India;87,05;25,23;;;200;0;;;;;;;;;;;mineral;;;;;Cabbage;;;;;;;;;;NA;0,72;7,31;;;279;;0;0;NUE(yield/Nrate);;55,1;;;6,159661781;;;;;;;;;;;200
2529;27;Kumari 2015;;India;87,05;25,23;;;200;0;;;;;;;;;;;mineral;;;;;Cabbage;;;;;;;;;;NA;0,72;7,31;;;279;;0;0;NUE(yield/Nrate);;53;;;5,922754333;;;;;;;;;;;200
2530;27;Kumari 2015;;India;87,05;25,23;;;200;0;;;;;;;;;;;mineral;;;;;Cabbage;;;;;;;;;;NA;0,72;7,31;;;279;;0;0;NUE(yield/Nrate);;55,1;;;6,159661781;;;;;;;;;;;200
